Actividad,Ligand.Efficiency.BEI,Ligand.Efficiency.LE,Ligand.Efficiency.LLE,Ligand.Efficiency.SEI,VALENCE,TOT_CHG,ATOM_CHG,NON_STD_ATOM,AROMATICITY,N_WARNINGS,MW,GD,nAT,nSK,nBT,nBO,RBN,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nHet,nX,H.,C.,N.,O.,X.,totalcharge,nCIC,nCIR,TRS,Rbrid,NRS,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,Hy,AMR,TPSA.NO.,TPSA.Tot.,MLOGP,ALOGP,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,BLTF96,BLTD48,BLTA96,Ro5,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC.80,CMC.50,Inflammat.80,Inflammat.50,Depressant.80,Depressant.50,Psychotic.80,Psychotic.50,Hypertens.80,Hypertens.50,Hypnotic.80,Hypnotic.50,Neoplastic.80,Neoplastic.50,Infective.80,Infective.50
1,14.73,0.29,2.29,8.27,0,0,0,0,0,0,466.66,0.06653226,64,32,65,33,11,2,0,11,32,23,4,2,0,1,2,0,0,0,0,1,9,2,50,35.9375,6.25,3.125,3.125,0,2,2,11,0,2,0,0,1,1,0,0,0,0,0,0,0.88422444,123.104,83.12,111.36,3.58047752,4.3604,647.6750498,151.0278622,54.03225205,589.10299,244.8127008,433.69,-4.43340589,-4.72145364,-4.81047752,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.16666667,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,18.24,0.36,4.01,10.24,0,0,0,0,0,0,466.66,0.06653226,64,32,65,33,11,2,0,11,32,23,4,2,0,1,2,0,0,0,0,1,9,2,50,35.9375,6.25,3.125,3.125,0,2,2,11,0,2,0,0,1,1,0,0,0,0,0,0,0.88422444,123.2972,83.12,111.36,3.58047752,4.3693,641.3843773,151.0278622,54.03225205,589.10299,244.8127008,433.69,-4.43340589,-4.72145364,-4.81047752,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.16666667,0.75,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,462.57,0.06773619,61,34,65,38,5,2,0,17,27,26,4,3,0,0,1,0,0,0,0,0,8,1,44.26229508,42.62295082,6.55737705,4.91803279,1.63934426,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.36281893,127.7031,72.11,72.11,4.59321608,4.5801,588.0663707,119.1718134,42.68334316,563.4385382,234.2944829,413.9,-5.29423367,-5.68355528,-5.82321608,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.625,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1,8.02,0.15,0.51,3.78,0,0,0,0,0,0,688.95,0.04244898,102,50,104,52,19,4,0,18,52,39,4,7,0,0,0,0,0,0,0,0,11,0,50.98039216,38.23529412,3.92156863,6.8627451,0,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,1.2776603,191.3532,146.3,146.3,3.07680689,6.085,1028.891114,222.419393,96.71559521,918.4385382,379.7862862,684.69,-4.00528585,-4.24296654,-4.30680689,1,0.5,0.5,0.5,0.8,1,0.33333333,0,0.51904762,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,21.1,0.43,4.58,12.52,0,0,0,0,0,0,391.88,0.08923077,41,26,44,29,3,2,0,17,15,18,3,2,0,1,1,1,0,0,0,2,8,2,36.58536585,43.90243902,7.31707317,4.87804878,4.87804878,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.25567146,98.7431,66.06,74.44,3.14439632,4.1979,416.6670413,77.45463343,16.66300743,429.6843854,179.4772071,307.07,-4.06273687,-4.3071765,-4.37439632,0,1,1,1,0.6,0.5,1,1,0.87142857,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,17.36,0.38,3.6,8.38,0,0,0,0,0,0,380.91,0.09782609,37,24,40,27,3,2,0,16,13,15,4,2,0,2,0,1,0,0,0,3,9,1,35.13513514,40.54054054,10.81081081,5.40540541,2.7027027,0,4,5,22,1,3,0,0,2,2,0,0,1,0,0,0,-0.17742472,95.1566,78.95,115.57,1.35091656,2.8546,393.6424261,79.28004971,16.66300743,407.4252492,170.3546103,281.25,-2.53827908,-2.60337074,-2.58091656,0,1,1,1,0.4,0,1,1,0.77142857,0.5,1,1,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1
1,16.19,0.34,4.41,6.75,0,0,0,0,0,0,398.91,0.08615385,45,26,47,28,5,3,0,11,19,16,4,4,0,1,0,1,0,0,0,2,10,1,42.22222222,35.55555556,8.88888889,8.88888889,2.22222222,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.17962922,97.828,95.6,103.98,0.97430024,2.4504,465.9965236,101.763649,16.66300743,448.3554817,187.1292958,323.52,-2.21815521,-2.24558523,-2.20430024,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,0
0,15.21,0.32,2.34,7.83,0,0,0,0,0,0,339.88,0.1038961,40,22,42,24,3,2,0,11,18,15,3,2,0,1,0,1,0,0,0,2,7,1,45,37.5,7.5,5,2.5,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.21997422,87.6581,66.06,74.44,2.27603278,3.6007,404.4590596,62.49452016,16.66300743,396.013289,165.6775775,280.28,-3.32462786,-3.48223114,-3.50603278,0,1,1,1,0.8,0.5,1,1,0.9,0.5,1,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1
1,14.22,0.3,0.91,9.43,0,0,0,0,0,0,381.96,0.08666667,49,25,50,26,7,2,0,12,24,19,1,3,0,1,0,1,0,0,0,2,6,1,48.97959184,38.7755102,2.04081633,6.12244898,2.04081633,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.31684923,103.8591,57.61,65.99,3.77480108,5.3959,516.2639289,88.51485589,42.68334316,477.1262459,198.9205926,345.99,-4.59858092,-4.90606103,-5.00480108,0,1,1,1,1,0.5,1,1,0.92857143,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,16.91,0.36,1.83,12.99,0,0,0,0,0,0,442.44,0.07936508,53,28,55,30,6,2,0,12,25,21,1,3,0,1,0,2,0,0,0,3,7,2,47.16981132,39.62264151,1.88679245,5.66037736,3.77358491,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.32313875,115.4943,57.61,65.99,4.30742266,6.4342,557.4518932,88.51485589,42.68334316,526.2292359,219.0447688,383.44,-5.05130926,-5.41205153,-5.53742266,0,0.75,1,1,1,0.5,1,1,0.89285714,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.48,0.32,3.47,9.01,0,0,0,0,0,0,440.96,0.07635468,51,29,53,31,6,3,0,12,22,20,2,4,0,1,1,1,0,0,0,2,9,2,43.1372549,39.21568627,3.92156863,7.84313725,3.92156863,0,3,3,19,0,3,0,0,0,2,1,0,0,0,0,0,-0.2681635,109.2694,75.71,84.09,2.7544566,4.1276,523.4342192,114.9471916,18.01075068,504.6013289,210.1808725,374.15,-3.73128811,-3.93673377,-3.9844566,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,12.74,0.26,3.18,6.82,0,0,0,0,0,0,512.02,0.06595365,58,34,61,37,7,4,0,12,24,23,3,4,0,1,2,1,0,0,0,2,11,3,41.37931034,39.65517241,5.17241379,6.89655172,5.17241379,0,4,4,22,0,4,1,0,0,2,1,0,0,0,0,0,0.26416227,123.4553,95.58,103.96,2.80187419,3.4129,578.7987978,162.0630947,36.02150137,569.1362126,236.6295953,428.12,-3.77159306,-3.98178048,-4.03187419,0,0.75,0.83333333,0.83333333,0.9,0.5,0.83333333,1,0.80714286,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.26,0.25,1.61,6.53,0,0,0,0,0,0,472,0.07056452,54,32,57,35,7,3,0,18,22,23,3,4,0,1,0,1,0,0,0,2,9,1,40.74074074,42.59259259,5.55555556,7.40740741,1.85185185,0,4,5,24,1,3,0,0,0,4,0,0,0,1,0,0,-0.30974979,122.7639,88.6,96.98,2.45056309,4.6361,554.4880389,116.7726079,18.01075068,549.0033223,228.3784108,399.8,-3.47297863,-3.64803494,-3.68056309,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,0.875,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,13.92,0.28,2.47,10.56,0,0,0,0,0,0,532.16,0.06349206,70,36,74,40,6,3,0,12,34,27,3,4,0,1,0,1,0,0,0,2,9,1,48.57142857,38.57142857,4.28571429,5.71428571,1.42857143,0,5,6,30,1,4,0,0,0,5,0,0,0,1,0,0,-0.74430914,142.7972,70.16,78.54,3.47967187,5.4371,657.7215741,88.22495543,0,646.013289,268.1365939,475.46,-4.34772109,-4.62568828,-4.70967187,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,395.46,0.08201058,45,28,48,31,5,3,0,21,17,21,1,5,0,1,0,0,0,0,0,1,7,0,37.77777778,46.66666667,2.22222222,11.11111111,0,0,4,7,23,2,2,0,0,1,3,0,0,2,0,0,0,-0.32313875,104.5273,85.6,93.98,2.68893532,4.8199,455.5596436,123.1411102,42.68334316,458.4551495,191.2685039,325.88,-3.67559503,-3.87448856,-3.91893532,0,1,1,1,0.6,0,1,1,0.8,0.33333333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,0,0,0,0,0,0,0,0,0,0,646.86,0.0453284,93,47,95,49,17,4,0,18,46,36,4,7,0,0,0,0,0,0,0,0,11,0,49.46236559,38.70967742,4.30107527,7.52688172,0,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,1.32455947,177.6794,146.3,146.3,2.5513401,4.8533,946.9047665,222.419393,96.71559521,848.2225914,351.0092588,632.79,-3.55863909,-3.7437731,-3.7813401,1,0.5,0.5,0.5,0.8,1,0.33333333,0,0.51904762,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20.56,0.41,4.9,9.32,0,0,0,0,0,0,455.74,0.06666667,72,31,72,31,13,2,0,5,41,23,3,4,0,1,0,0,0,0,0,1,8,0,56.94444444,31.94444444,4.16666667,5.55555556,0,0,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0.87603571,125.5089,100.55,128.79,2.32242298,4.0226,741.0076932,156.780116,78.70484453,625.6478405,259.7900986,459.31,-3.36405953,-3.52630183,-3.55242298,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,20.53,0.39,7.04,7.51,0,0,0,0,0,0,361.49,0.08307692,53,26,54,27,5,3,0,6,27,19,3,4,0,0,0,0,0,0,0,0,7,0,50.94339623,35.8490566,5.66037736,7.54716981,0,0,2,3,13,1,1,0,0,0,1,1,0,0,0,1,0,0.97408837,97.4435,98.74,98.74,0.59587802,0.9524,537.6727028,157.2639395,78.70484453,472.5415282,197.0416099,353.96,-1.89649632,-1.88608412,-1.82587802,0,1,1,1,1,1,1,1,1,0.33333333,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
1,19.97,0.49,5.04,11.78,0,0,0,0,0,0,391.77,0.0952381,30,22,30,22,5,2,0,5,8,9,1,3,0,2,6,1,0,0,0,3,13,7,26.66666667,30,3.33333333,10,23.33333333,0,1,1,5,0,1,0,0,1,0,0,0,0,0,0,0,0.66205725,66.7785,66.4,103.02,1.73081681,2.4698,376.1673124,193.1619723,59.08834061,334.3853821,140.4202386,261.74,-2.86119429,-2.96427597,-2.96081681,0,1,1,1,0.8,1,1,1,0.97142857,0.33333333,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1,18.57,0.4,4.67,11.98,0,0,0,0,0,0,518.09,0.06818182,59,33,62,36,5,4,0,12,26,23,1,4,0,2,2,1,0,0,0,3,10,3,44.06779661,38.98305085,1.69491525,6.77966102,5.08474576,0,4,5,24,1,3,0,0,0,4,0,0,0,1,0,0,-0.29198971,123.5914,80.31,97.07,4.60096684,5.4747,597.0757982,134.9511281,16.40499744,577.4252492,240.0267415,429.91,-5.30082181,-5.6909185,-5.83096684,1,0.5,0.66666667,0.83333333,0.7,0.5,0.83333333,1,0.71904762,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,18.56,0.41,2.18,13.6,0,0,0,0,0,0,273.81,0.13235294,33,17,34,18,2,2,0,6,16,12,1,2,0,1,0,1,0,0,0,2,5,1,48.48484848,36.36363636,3.03030303,6.06060606,3.03030303,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.69192321,69.7715,37.38,45.76,2.45273979,3.4306,340.6160594,45.83151273,0,324.9667774,136.5601547,234.92,-3.47482882,-3.6501028,-3.68273979,0,1,1,1,0.8,0.5,1,1,0.9,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1
1,16.48,0.34,5.04,7.54,0,0,0,0,0,0,409.94,0.08547009,47,27,50,30,2,3,0,11,20,17,5,3,0,1,0,1,0,0,0,2,10,1,42.55319149,36.17021277,10.63829787,6.38297872,2.12765957,0,4,7,23,3,2,0,0,1,3,0,1,1,0,1,0,-0.19902442,102.6252,89.61,97.99,1.2118691,1.7192,464.9186905,93.88807498,16.66300743,460.5481728,192.1263003,330.67,-2.42008873,-2.47127564,-2.4418691,0,1,1,1,0.8,0.5,1,1,0.9,0.5,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0
1,14.88,0.28,2.42,9.28,0,0,0,0,0,0,447.56,0.06818182,59,33,62,36,7,3,0,17,26,25,5,2,0,0,1,0,0,0,0,0,8,1,44.06779661,42.37288136,8.47457627,3.38983051,1.69491525,0,4,4,22,0,4,0,0,2,2,0,0,0,0,0,0,-0.3520827,126.257,73.97,73.97,3.91196217,3.8489,570.537643,105.8110519,18.01075068,557.7574751,231.9661783,408.53,-4.71516785,-5.03636406,-5.14196217,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,11.61,0,0,0,0,0,0,1,0,1,533.64,0.0605042,66,35,67,36,9,1,0,6,31,23,1,2,0,0,8,0,0,0,0,1,12,8,46.96969697,34.84848485,1.51515152,3.03030303,12.12121212,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.25959763,112.7467,40.54,40.54,5.46136746,6.623,0,190.6334903,42.68334316,591.9933555,245.9972768,472.93,-6.03216234,-6.50829909,-6.69136746,1,0.5,0.66666667,0.5,0.8,1,0.66666667,1,0.73333333,0.5,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.38,0.26,1.94,8.35,0,0,0,0,0,0,489.75,0.0605042,79,35,80,36,13,3,0,6,44,28,3,3,0,0,1,0,0,0,0,0,7,1,55.69620253,35.44303797,3.79746835,3.79746835,1.26582278,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,0.13382538,137.163,78.51,78.51,3.6278323,5.5748,750.5755376,129.5407096,36.02150137,676.3621263,280.5746419,506.94,-4.47365745,-4.76644068,-4.8578323,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.81,0.21,-1.53,10.86,0,1,1,0,0,2,535.55,0.05832148,63,38,66,41,7,1,0,18,25,28,2,2,0,0,6,0,0,0,0,0,10,6,39.68253968,44.44444444,3.17460317,3.17460317,9.52380952,-1,4,4,24,0,4,0,0,0,4,0,0,0,0,0,0,-0.73161773,128.0178,56.26,56.26,5.22292858,6.2559,618.9782905,161.4379895,0,596.4285714,247.8149883,459.1,-5.82948929,-6.28178215,-6.45292858,1,0.5,0.66666667,0.66666667,0.6,0.5,0.66666667,1,0.65714286,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,424.36,0.07356322,44,30,46,32,4,1,0,18,14,22,0,2,0,0,6,0,0,0,0,0,8,6,31.81818182,50,0,4.54545455,13.63636364,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.31590454,99.5854,37.3,37.3,6.07624124,6.3906,456.1144609,157.5889498,42.68334316,444.4518272,185.5294374,346.98,-6.55480505,-7.09242918,-7.30624124,0,0.75,0.83333333,0.83333333,0.3,0.5,0.83333333,1,0.72142857,0.5,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,2,549.58,0.05668016,66,39,69,42,8,1,0,18,27,29,2,2,0,0,6,0,0,0,0,0,10,6,40.90909091,43.93939394,3.03030303,3.03030303,9.09090909,-1,4,4,24,0,4,0,0,0,4,0,0,0,0,0,0,-0.73848628,132.6188,56.26,56.26,5.41071216,6.7121,645.0550262,161.4379895,0,619.833887,257.4073308,476.4,-5.98910534,-6.46017655,-6.64071216,1,0.5,0.66666667,0.66666667,0.8,0.5,0.66666667,1,0.68571429,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19.4,0.43,3.33,14.16,0,0,0,0,0,0,420.36,0.08307692,46,26,47,27,7,2,0,12,20,18,1,3,0,1,1,2,0,0,0,3,8,3,43.47826087,39.13043478,2.17391304,6.52173913,6.52173913,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.25567146,103.8589,57.61,65.99,4.1548423,5.2884,514.4228761,103.4749692,42.68334316,476.9767442,198.8593214,349.97,-4.92161595,-5.26710018,-5.3848423,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.34,0.4,2.52,13.26,0,0,0,0,0,0,416.4,0.08307692,49,26,50,27,7,2,0,12,23,19,1,3,0,1,0,2,0,0,0,3,7,2,46.93877551,38.7755102,2.04081633,6.12244898,4.08163265,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.29369258,108.1713,57.61,65.99,4.26579561,5.8259,541.4219708,88.51485589,42.68334316,497.4584718,207.253472,361.2,-5.01592627,-5.37250583,-5.49579561,0,0.75,1,1,1,0.5,1,1,0.89285714,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,327.48,0.1027668,44,23,47,26,3,2,0,12,21,19,1,2,0,1,0,0,0,0,0,1,4,0,47.72727273,43.18181818,2.27272727,4.54545455,0,0,4,7,24,3,2,0,0,1,2,1,1,0,0,1,1,-0.36933285,91.8026,46.17,54.55,3.42712992,4.1231,405.293664,60.71794951,16.40499744,410.9634552,171.8046947,297.27,-4.30306043,-4.57577342,-4.65712992,0,1,1,1,0.8,0.5,1,1,0.9,0.66666667,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,15.2,0.28,1.55,12.67,0,0,0,0,0,0,432.54,0.07258065,57,32,61,36,4,2,0,17,25,25,4,2,0,0,1,0,0,0,0,0,7,1,43.85964912,43.85964912,7.01754386,3.50877193,1.75438596,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.77437447,121.9068,51.88,51.88,5.14958462,4.7026,533.6119255,76.48847026,0,530.282392,220.7058984,387.81,-5.76714693,-6.21210539,-6.37958462,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.33333333,0.75,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,9.91,0.19,0.53,6.66,0,0,0,0,0,0,484.52,0.06554622,58,35,62,39,5,2,0,17,23,25,4,3,0,0,3,0,0,0,0,0,10,3,39.65517241,43.10344828,6.89655172,5.17241379,5.17241379,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.31629127,123.7177,72.11,72.11,4.59321608,4.6136,561.3665261,149.09204,42.68334316,545.8803987,227.0985241,408.74,-5.29423367,-5.68355528,-5.82321608,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.14,0.21,1,6.93,0,0,0,0,0,0,448.54,0.07007576,58,33,62,37,5,2,0,17,25,25,4,3,0,0,1,0,0,0,0,0,8,1,43.10344828,43.10344828,6.89655172,5.17241379,1.72413793,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.3520827,123.2849,72.11,72.11,4.39044908,4.2026,555.6989624,119.1718134,42.68334316,540.0332226,224.7021404,396.6,-5.12188172,-5.49092662,-5.62044908,0,0.75,1,1,0.8,0.5,1,1,0.86428571,0.16666667,0.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,468.52,0.06773619,57,34,61,38,4,2,0,17,23,25,4,2,0,0,3,0,0,0,0,0,9,3,40.35087719,43.85964912,7.01754386,3.50877193,5.26315789,0,5,6,29,1,4,0,0,1,4,0,0,0,1,0,0,-0.7292991,122.2504,51.88,51.88,4.94635163,5.0035,535.0466699,106.4086968,0,536.1295681,223.102282,399.95,-5.59439888,-6.01903405,-6.17635163,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.33333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,461.59,0.06773619,62,34,66,38,6,2,0,17,28,26,5,2,0,0,1,0,0,0,0,0,8,1,45.16129032,41.93548387,8.06451613,3.22580645,1.61290323,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.36281893,129.717,63.91,63.91,4.59321608,4.3448,576.8417571,94.49922094,18.01075068,570.2657807,237.0925331,416.11,-5.29423367,-5.68355528,-5.82321608,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.16666667,0.625,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,16.3,0.3,3.16,9.73,0,0,0,0,0,0,430.55,0.07258065,58,32,62,36,5,2,0,17,26,25,4,3,0,0,0,0,0,0,0,0,7,0,44.82758621,43.10344828,6.89655172,5.17241379,0,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.37169974,123.0685,72.11,72.11,4.01987419,3.9971,552.8651805,104.2117002,42.68334316,537.1096346,223.5039486,390.53,-4.80689306,-5.13888048,-5.24987419,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,0.875,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,14.79,0.27,2.19,10.14,0,0,0,0,0,0,418.52,0.07526882,54,31,58,35,5,0,0,22,23,23,6,1,0,0,1,0,0,0,0,0,8,1,42.59259259,42.59259259,11.11111111,1.85185185,1.85185185,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.73513881,119.0502,61,61,4.78711003,3.6347,496.7651465,79.19585947,0,506.8770764,211.1135559,355.52,-5.45904353,-5.86775453,-6.01711003,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.16666667,0.75,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0
1,12.8,0.24,2.15,7.32,0,0,0,0,0,0,446.53,0.07007576,56,33,60,37,5,1,0,22,23,24,6,2,0,0,1,0,0,0,0,0,9,1,41.07142857,42.85714286,10.71428571,3.57142857,1.78571429,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.72111588,122.7098,78.07,78.07,4.5816591,2.9144,527.0435509,104.3407865,0,532.8903655,221.7747399,378.97,-5.28441023,-5.67257614,-5.8116591,0,0.75,0.83333333,1,0.8,0.5,1,1,0.84047619,0.16666667,0.75,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
1,13.38,0.25,0.49,11.13,0,0,0,0,0,0,468.52,0.06773619,57,34,61,38,5,0,0,22,23,25,4,2,0,0,3,0,0,0,0,0,9,3,40.35087719,43.85964912,7.01754386,3.50877193,5.26315789,0,5,6,28,1,4,0,0,2,3,0,0,1,0,0,0,-0.7292991,122.2201,56.32,56.32,4.54035163,5.562,533.9641547,105.1207888,0,536.1295681,223.102282,389.05,-5.24929888,-5.63333405,-5.77035163,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.33333333,0.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,250.32,0.12418301,36,18,37,19,4,1,0,6,18,14,0,4,0,0,0,0,0,0,0,0,4,0,50,38.88888889,0,11.11111111,0,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.27959974,66.7631,55.76,55.76,0.64638546,0.7018,366.1815753,89.82804597,42.68334316,320.0664452,134.5518218,239.74,-1.93942764,-1.93406619,-1.87638546,0,1,1,1,1,1,1,1,1,0.66666667,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1,19.42,0.35,2.78,15.14,0,0,0,0,0,0,291.37,0.1038961,39,22,41,24,3,3,0,12,17,19,1,2,0,0,0,0,0,0,0,0,3,0,43.58974359,48.71794872,2.56410256,5.12820513,0,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.85139263,87.165,37.38,37.38,2.94551032,3.2,388.0873848,53.41416796,0,380.4152824,159.2849518,283.2,-3.89368377,-4.1182348,-4.17551032,0,1,1,1,0.6,0.5,1,1,0.87142857,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1,15.72,0.32,2.13,9.89,0,0,0,0,0,0,415.53,0.07936508,52,28,54,30,4,2,0,11,24,19,3,2,0,1,3,0,0,0,0,1,9,3,46.15384615,36.53846154,5.76923077,3.84615385,5.76923077,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.25245455,102.2412,66.06,74.44,3.32871799,5.0991,503.806556,107.37486,16.66300743,478.0730897,199.3086433,352.48,-4.21941029,-4.48228209,-4.55871799,0,1,1,1,1,0.5,1,1,0.92857143,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,144.19,0.22222222,22,10,22,10,1,1,0,0,12,7,0,3,0,0,0,0,0,0,0,0,3,0,54.54545455,31.81818182,0,13.63636364,0,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,-0.06514066,35.927,46.53,46.53,-0.31323402,-0.0645,231.93041,78.82815808,42.68334316,185.9468439,79.58477207,141.03,-1.12375108,-1.02242768,-0.91676598,0,1,0.83333333,0.83333333,1,1,1,1,0.95238095,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,374.38,0.09,38,25,40,27,2,3,0,11,13,14,4,3,0,1,3,0,0,0,0,1,11,3,34.21052632,36.84210526,10.52631579,7.89473684,7.89473684,0,3,4,17,1,2,0,0,1,2,0,0,1,0,0,0,-0.11925681,82.8599,96.02,104.4,0.81150966,2.4049,390.8695254,149.3053166,16.66300743,380.2325581,159.2100648,283.13,-2.07978321,-2.09093417,-2.04150966,0,1,1,1,0.6,0.5,1,1,0.87142857,0.5,1,1,1,1,0,1,0,0,0,1,1,0,0,1,1,1,1
