Actividad,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,VALENCE,TOT_CHG,ATOM_CHG,NON_STD_ATOM,AROMATICITY,N_WARNINGS,MW,GD,nAT,nSK,nBT,nBO,RBN,nDB,nTB,nAB,nH,nC,nN,nO,nP,nS,nF,nCL,nBR,nI,nB,nHM,nHet,nX,H%,C%,N%,O%,X%,totalcharge,nCIC,nCIR,TRS,Rbrid,NRS,nR03,nR04,nR05,nR06,nR07,nR08,nR09,nR10,nR11,nR12,Hy,AMR,TPSA(NO),TPSA(Tot),MLOGP,ALOGP,SAtot,SAacc,SAdon,Vx,VvdwMG,VvdwZAZ,BLTF96,BLTD48,BLTA96,Ro5,DLS_01,DLS_02,DLS_03,DLS_04,DLS_05,DLS_06,DLS_07,DLS_cons,LLS_01,LLS_02,CMC-80,CMC-50,Inflammat-80,Inflammat-50,Depressant-80,Depressant-50,Psychotic-80,Psychotic-50,Hypertens-80,Hypertens-50,Hypnotic-80,Hypnotic-50,Neoplastic-80,Neoplastic-50,Infective-80,Infective-50
1,17.53,0.38,5.37,10.24,0,0,0,0,0,0,507.01,0.07056452,53,32,56,35,5,4,0,12,21,21,0,6,0,2,2,1,0,0,0,3,11,3,39.62264151,39.62264151,0,11.32075472,5.66037736,0,4,7,24,2,2,0,0,0,4,0,0,0,2,0,0,-0.65047455,114.8157,86.74,103.5,3.41022818,3.1976,549.9033663,140.5459065,0,533.538206,222.0402484,401.89,-4.28869395,-4.55971677,-4.64022818,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.45,0.35,5.04,9.11,0,0,0,0,0,0,487.76,0.0605042,80,35,81,36,13,3,0,6,45,28,3,4,0,0,0,0,0,0,0,0,7,0,56.25,35,3.75,5,0,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,0.76327234,138.3599,98.74,98.74,2.50262647,4.8238,776.1194651,157.2639395,78.70484453,683.1893688,283.3726921,509.66,-3.5172325,-3.69749515,-3.73262647,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,1,0,0,2,485.49,0.06595365,57,34,60,37,6,1,0,12,23,24,2,2,0,0,6,0,0,0,0,0,10,6,40.35087719,42.10526316,3.50877193,3.50877193,10.52631579,-1,4,4,21,0,4,1,0,0,3,0,0,0,0,0,0,-0.70012714,110.5924,56.26,56.26,4.67331976,5.1714,547.4038059,161.4379895,0,524.2358804,218.2278198,408.72,-5.36232179,-5.75965377,-5.90331976,0,0.75,0.66666667,1,1,1,1,1,0.91666667,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.76,0.24,-0.91,11.04,0,1,1,0,0,2,461.6,0.06628788,65,33,67,35,8,1,0,12,32,26,2,2,0,0,3,0,0,0,0,0,7,3,49.23076923,40,3.07692308,3.07692308,4.61538462,-1,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.78120888,120.2912,56.26,56.26,4.50481411,5.7282,627.1794808,116.5576497,0,580.3156146,241.2113175,437.47,-5.219092,-5.59957341,-5.73481411,0,0.75,0.66666667,1,1,1,1,1,0.91666667,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.47,0.19,-2.02,7.39,0,1,1,0,0,2,516.56,0.06031746,64,36,66,38,8,1,0,12,28,25,3,2,0,0,6,0,0,0,0,0,11,6,43.75,39.0625,4.6875,3.125,9.375,-1,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.68917513,117.6546,69.15,69.15,4.89592364,5.8614,630.3613517,178.223519,0,582.2591362,242.0078427,449.38,-5.55153509,-5.97112745,-6.12592364,1,0.5,0.66666667,0.83333333,0.9,1,0.83333333,1,0.81904762,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.83,0.25,-0.68,12.35,0,1,1,0,0,2,513.55,0.06190476,63,36,66,39,7,1,0,12,27,26,2,2,0,0,6,0,0,0,0,0,10,6,42.85714286,41.26984127,3.17460317,3.17460317,9.52380952,-1,4,4,22,0,4,0,1,0,3,0,0,0,0,0,0,-0.71674213,119.8712,56.26,56.26,5.06704217,6.0163,599.5572773,161.4379895,0,571.0465116,237.4125048,443.32,-5.69698585,-6.13369006,-6.29704217,1,0.5,0.66666667,0.66666667,0.8,1,0.66666667,1,0.75714286,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,11.79,0.23,-0.82,9.2,0,1,1,0,0,2,516.56,0.06031746,64,36,66,38,8,1,0,12,28,25,3,2,0,0,6,0,0,0,0,0,11,6,43.75,39.0625,4.6875,3.125,9.375,-1,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.68917513,118.0266,69.15,69.15,4.89592364,5.4329,630.3613517,178.223519,0,582.2591362,242.0078427,449.38,-5.55153509,-5.97112745,-6.12592364,1,0.5,0.66666667,0.83333333,0.9,1,0.83333333,1,0.81904762,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,8.7,0.17,-3.07,8.61,0,1,1,0,0,2,527.58,0.06006006,66,37,69,40,6,1,0,12,29,27,2,2,0,0,6,0,0,0,0,0,10,6,43.93939394,40.90909091,3.03030303,3.03030303,9.09090909,-1,4,4,24,0,4,0,0,0,4,0,0,0,0,0,0,-0.72437986,124.3954,56.26,56.26,5.25981884,6.54,625.6340131,161.4379895,0,594.4518272,247.0048472,460.62,-5.86084601,-6.3168279,-6.48981884,1,0.5,0.66666667,0.66666667,0.8,1,0.66666667,1,0.75714286,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.35,0.39,3.8,10.26,0,0,0,0,0,0,393.37,0.09057971,46,24,47,25,6,3,0,6,22,16,2,3,0,1,0,2,0,0,0,3,8,2,47.82608696,34.7826087,4.34782609,6.52173913,4.34782609,0,2,2,13,0,2,0,0,0,1,1,0,0,0,0,0,-0.21856297,96.8297,66.48,74.86,2.43062608,3.6616,487.679668,88.98719044,18.01075068,458.1063123,191.1255378,336.48,-3.45603217,-3.62909478,-3.66062608,0,1,1,1,1,1,1,1,1,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,14.36,0.26,1.62,7.8,0,0,0,0,0,0,372.46,0.08201058,48,28,51,31,6,1,0,22,20,22,4,2,0,0,0,0,0,0,0,0,6,0,41.66666667,45.83333333,8.33333333,4.16666667,0,0,4,5,23,1,3,0,0,1,3,0,0,1,0,0,0,-0.35848085,106.3116,68.52,68.52,2.44889954,3.3441,464.1638584,87.7266247,18.01075068,468.0398671,195.1966669,328.66,-3.47156461,-3.64645457,-3.67889954,0,1,1,1,0.6,0,1,1,0.8,0.33333333,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,1,0
1,11.11,0.24,0.59,9.28,0,0,0,0,0,0,481.37,0.0688172,43,31,44,32,5,2,0,12,12,17,1,3,0,1,9,0,0,0,0,1,14,9,27.90697674,39.53488372,2.3255814,6.97674419,20.93023256,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.13691185,91.6318,57.61,65.99,3.83969712,5.4462,476.6089699,223.1558753,42.68334316,436.2956811,182.1867545,350.81,-4.65374255,-4.96771227,-5.06969712,0,1,0.83333333,1,0.6,0.5,1,1,0.84761905,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,17.44,0.36,5.07,18.27,0,0,0,0,0,0,551.66,0.06156156,68,37,72,41,4,3,0,6,31,25,3,2,0,1,6,0,0,0,0,1,12,6,45.58823529,36.76470588,4.41176471,2.94117647,8.82352941,0,5,8,29,3,2,0,0,2,2,1,1,0,0,1,1,-0.28446923,130.3994,52.65,61.03,4.84571912,5.4104,612.0161819,155.1215037,16.40499744,598.3388704,248.5978977,463.31,-5.50886125,-5.92343316,-6.07571912,1,0.5,0.66666667,0.83333333,0.9,1,0.83333333,1,0.81904762,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.84,0.37,6.17,12.26,0,0,0,0,0,0,521.59,0.06507937,59,36,64,41,3,2,0,17,23,24,5,2,0,1,4,0,0,0,0,1,12,4,38.98305085,40.6779661,8.47457627,3.38983051,6.77966102,0,6,9,34,3,3,0,0,3,2,1,1,0,0,1,1,-0.2723585,124.0388,80.12,88.5,5.84822254,4.7122,542.659014,155.5255002,16.40499744,555.6312292,231.0947661,411.15,-6.36098916,-6.87581141,-7.07822254,1,0.5,0.5,0.66666667,0.6,0.5,0.66666667,1,0.63333333,0.33333333,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,19.19,0.42,2.85,13.4,0,0,0,0,0,0,402.37,0.08666667,46,25,47,26,7,2,0,12,21,18,1,3,0,1,0,2,0,0,0,3,7,2,45.65217391,39.13043478,2.17391304,6.52173913,4.34782609,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,-0.27733075,103.6227,57.61,65.99,4.04280108,5.5741,511.5890942,88.51485589,42.68334316,474.0531562,197.6611296,343.9,-4.82638092,-5.16066103,-5.27280108,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.08,0.29,4.6,7.39,0,0,0,0,0,0,544.63,0.05668016,70,39,73,42,7,4,0,12,31,28,4,4,0,0,3,0,0,0,0,0,11,3,44.28571429,40,5.71428571,5.71428571,4.28571429,0,4,5,23,1,3,0,1,0,2,1,0,0,0,1,0,0.79853837,137.762,111.1,111.1,4.02955839,4.3896,697.4592427,218.9298089,78.70484453,643.8870432,267.2651816,492.69,-4.81512463,-5.14808047,-5.25955839,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.61,0.3,2.76,9.68,0,0,0,0,0,0,577.17,0.05937922,73,39,78,44,7,3,0,12,34,29,2,5,0,1,1,1,0,0,0,2,10,2,46.57534247,39.7260274,2.73972603,6.84931507,2.73972603,0,6,6,30,0,6,2,0,0,4,0,0,0,0,0,0,-0.35786463,146.0923,87.15,95.53,3.96332652,5.396,703.0991551,142.744098,42.68334316,670.8803987,278.3280322,501.56,-4.75882754,-5.0851602,-5.19332652,0,0.75,0.66666667,0.83333333,0.9,1,0.83333333,1,0.8547619,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.99,0.26,3.8,8.42,0,0,0,0,0,0,585.68,0.05641026,71,40,75,44,8,3,0,12,31,27,3,5,0,1,4,0,0,0,0,1,13,4,43.66197183,38.02816901,4.22535211,7.04225352,5.63380282,0,5,5,27,0,5,1,0,0,4,0,0,0,0,0,0,-0.2925406,138.7234,90.39,98.77,3.19479725,4.6569,677.7307975,190.7487517,42.68334316,647.1262459,268.5927237,493.32,-4.10557767,-4.35505739,-4.42479725,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.65,0.25,1.74,11.24,0,0,0,0,0,0,623.78,0.05315615,80,43,85,48,7,3,0,12,37,31,3,4,0,1,4,0,0,0,0,1,12,4,46.25,38.75,3.75,5,5,0,6,6,33,0,6,1,0,0,5,0,0,0,0,0,0,-0.71655047,153.9733,70.16,78.54,4.6993601,6.267,728.0121227,148.0654085,0,712.9568106,295.5724634,541.37,-5.38445608,-5.78439209,-5.9293601,1,0.5,0.5,0.83333333,0.9,1,0.83333333,1,0.7952381,0.16666667,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13,0.26,3.11,8.34,0,0,0,0,0,0,580.18,0.05802969,74,39,78,43,8,3,0,12,35,28,3,5,0,1,1,1,0,0,0,2,11,2,47.2972973,37.83783784,4.05405405,6.75675676,2.7027027,0,5,5,27,0,5,1,0,0,4,0,0,0,0,0,0,-0.33239959,147.2972,90.39,98.77,3.02351235,5.0823,720.893057,145.8684119,42.68334316,682.0930233,282.9233702,507.62,-3.95998549,-4.19233673,-4.25351235,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14.41,0.29,4.11,9.02,0,0,0,0,0,0,566.15,0.05974395,71,38,75,42,8,3,0,12,33,27,3,5,0,1,1,1,0,0,0,2,11,2,46.47887324,38.02816901,4.22535211,7.04225352,2.81690141,0,5,5,27,0,5,1,0,0,4,0,0,0,0,0,0,-0.32210885,142.879,90.39,98.77,2.82941282,4.7048,690.6313531,145.8684119,42.68334316,658.6877076,273.3310277,490.32,-3.79500089,-4.00794217,-4.05941282,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15,0.31,3.62,10.26,0,0,0,0,0,0,540.08,0.06349206,64,36,68,40,6,3,0,12,28,25,3,4,0,1,2,1,0,0,0,2,11,3,43.75,39.0625,4.6875,6.25,4.6875,0,5,5,27,0,5,1,0,0,4,0,0,0,0,0,0,-0.2999255,131.5084,78.95,87.33,3.54940418,4.9138,616.4781162,133.0316188,18.01075068,605.0498339,251.3482926,453,-4.40699355,-4.69193397,-4.77940418,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.3,0.25,1.94,8.63,0,0,0,0,0,0,554.11,0.06156156,67,37,71,41,6,3,0,12,30,26,3,4,0,1,2,1,0,0,0,2,11,3,44.7761194,38.80597015,4.47761194,5.97014925,4.47761194,0,5,5,27,0,5,1,0,0,4,0,0,0,0,0,0,-0.31129811,135.9266,78.95,87.33,3.74767187,5.2913,646.7398201,133.0316188,18.01075068,628.4551495,260.940635,470.3,-4.57552109,-4.88028828,-4.97767187,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,241.26,0.13071895,29,18,31,20,3,1,0,15,11,14,1,3,0,0,0,0,0,0,0,0,4,0,37.93103448,48.27586207,3.44827586,10.34482759,0,0,3,6,17,2,1,0,0,1,2,0,0,2,0,0,0,0.37434253,66.1702,62.32,62.32,1.87016819,2.9764,288.0672281,78.82815808,59.46887271,287.4252492,121.1742825,199.87,-2.97964296,-3.09665978,-3.10016819,0,1,1,1,0.6,0,1,1,0.8,0.66666667,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0
0,11.25,0.22,1.4,3.73,0,0,1,0,0,1,426.43,0.07586207,44,30,47,33,6,4,0,21,14,20,2,7,0,1,0,0,0,0,0,1,10,0,31.81818182,45.45454545,4.54545455,15.90909091,0,0,4,7,23,2,2,0,0,1,3,0,0,2,0,0,0,-0.24987445,104.3637,125.64,134.02,2.04146697,1.3067,469.7465779,175.3507058,42.68334316,463.986711,193.5355373,334.52,-3.12524692,-3.25939362,-3.27146697,0,1,0.83333333,1,0.4,0,1,1,0.74761905,0.33333333,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0
1,14.11,0.28,2.16,8.84,0,0,0,0,0,0,500.06,0.06595365,60,34,63,37,8,3,0,18,26,25,3,4,0,1,0,1,0,0,0,2,9,1,43.33333333,41.66666667,5,6.66666667,1.66666667,0,4,5,24,1,3,0,0,0,4,0,0,0,1,0,0,-0.7292991,132.4086,79.81,88.19,2.86255674,5.1908,609.3880207,101.8861711,0,595.8139535,247.5630957,434.4,-3.82317323,-4.0394289,-4.09255674,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.33333333,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,15.15,0.33,3.17,9.77,0,0,0,0,0,0,517.96,0.06854839,49,32,51,34,5,4,0,12,17,19,1,4,0,2,5,1,0,0,0,3,13,6,34.69387755,38.7755102,2.04081633,8.16326531,12.24489796,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.18584987,108.4192,80.31,97.07,4.07524189,6.3458,528.2466273,179.8314679,16.40499744,510.6146179,212.6453352,391.28,-4.8539556,-5.19147979,-5.30524189,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,18.07,0.37,3.33,15.63,0,0,0,0,0,0,454.95,0.07816092,51,30,55,34,2,2,0,12,21,22,0,4,0,1,2,1,0,0,0,2,8,3,41.17647059,43.1372549,0,7.84313725,5.88235294,0,5,8,29,2,2,0,0,1,4,0,0,0,2,0,0,-0.72633102,108.8872,52.6,60.98,4.51855893,4.5345,501.1158475,96.23295439,0,492.2425249,205.1157889,370.74,-5.23077509,-5.61263098,-5.74855893,0,0.75,0.66666667,1,0.8,0.5,1,1,0.81666667,0.33333333,0.75,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,18.35,0.35,2.38,12.32,0,0,0,0,0,0,373.52,0.08831909,46,27,50,31,3,0,0,22,19,21,5,0,0,1,0,0,0,0,0,1,6,0,41.30434783,45.65217391,10.86956522,0,0,0,5,8,29,2,3,0,0,2,2,1,0,0,1,1,0,-0.34555568,108.9382,55.63,83.87,5.10455823,4.3036,432.8647439,68.24481721,18.01075068,457.9734219,191.0710746,313.57,-5.7288745,-6.16933032,-6.33455823,0,0.75,0.83333333,0.83333333,0.5,0.5,0.83333333,1,0.75,0.33333333,0.75,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0
1,15.47,0.32,3.64,8.72,0,0,0,0,0,0,426.93,0.07936508,48,28,50,30,6,3,0,12,20,19,2,4,0,1,1,1,0,0,0,2,9,2,41.66666667,39.58333333,4.16666667,8.33333333,4.16666667,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.25245455,104.6684,75.71,84.09,2.53360178,3.6714,497.3574835,114.9471916,18.01075068,481.1960133,200.58853,356.85,-3.54356151,-3.72692169,-3.76360178,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,14.55,0.3,2.31,9.52,0,0,0,0,0,0,435.03,0.07635468,56,29,58,31,8,3,0,12,27,22,2,3,0,1,0,1,0,0,0,2,7,1,48.21428571,39.28571429,3.57142857,5.35714286,1.78571429,0,3,3,19,0,3,0,0,0,2,1,0,0,0,0,0,-0.3364416,116.5464,66.48,74.86,3.31413924,5.1721,557.6383146,88.98719044,18.01075068,538.7375415,224.1711236,393.89,-4.20701836,-4.46843228,-4.54413924,0,1,1,1,1,0.5,1,1,0.92857143,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,16.73,0.35,3.69,10.79,0,0,0,0,0,0,428.92,0.07936508,47,28,49,30,5,3,0,12,19,19,2,3,0,1,2,1,0,0,0,2,9,3,40.42553191,40.42553191,4.25531915,6.38297872,6.38297872,0,3,3,19,0,3,0,0,0,2,1,0,0,0,0,0,-0.25245455,103.0226,66.48,74.86,3.41651219,4.3495,485.0756712,118.907417,18.01075068,474.3687708,197.7904798,354.13,-4.29403537,-4.56568658,-4.64651219,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,18.53,0.4,4.07,11.91,0,0,0,0,0,0,427.38,0.08262108,47,27,49,29,5,3,0,12,20,19,2,3,0,1,0,2,0,0,0,3,8,2,42.55319149,40.42553191,4.25531915,6.38297872,4.25531915,0,3,3,19,0,3,0,0,0,2,1,0,0,0,0,0,-0.27229005,107.3946,66.48,74.86,3.14851219,4.6029,500.8100086,88.98719044,18.01075068,488.8538206,203.7269757,357.2,-4.06623537,-4.31108658,-4.37851219,0,1,1,1,0.8,0.5,1,1,0.9,0.16666667,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
1,16.88,0.35,3.94,10.23,0,0,0,0,0,0,458.95,0.07356322,51,30,53,32,6,3,0,12,21,20,2,4,0,1,2,1,0,0,0,2,10,3,41.17647059,39.21568627,3.92156863,7.84313725,5.88235294,0,3,3,19,0,3,0,0,0,2,1,0,0,0,0,0,-0.24987445,109.0619,75.71,84.09,2.59534041,4.744,526.2680011,129.9073049,18.01075068,507.5249169,211.3790643,380.22,-3.59603935,-3.78557339,-3.82534041,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,482.69,0.06060606,74,34,74,34,15,3,0,6,40,25,4,3,0,0,2,0,0,0,0,0,9,2,54.05405405,33.78378378,5.40540541,4.05405405,2.7027027,0,1,1,6,0,1,0,0,0,1,0,0,0,0,0,0,1.54557323,129.0168,104.53,104.53,3.0311311,3.4724,721.9531061,177.3980104,68.91868884,643.6877076,267.1834867,484.47,-3.96646143,-4.19957454,-4.2611311,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,13.99,0.27,1.94,8.66,0,0,0,0,0,0,485.79,0.0605042,82,35,83,36,14,3,0,6,47,29,3,3,0,0,0,0,0,0,0,0,6,0,57.31707317,35.36585366,3.65853659,3.65853659,0,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,0.10547856,141.5476,78.51,78.51,3.45721674,5.8255,773.8184915,114.5805964,36.02150137,696.8438538,288.9687926,518.17,-4.32863423,-4.6043559,-4.68721674,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,524.74,0.056899,79,38,81,40,13,3,0,12,41,31,2,4,0,0,1,0,0,0,0,0,7,1,51.89873418,39.24050633,2.53164557,5.06329114,1.26582278,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,0.71222134,145.9097,95.5,95.5,3.56345149,5.6108,772.1839814,169.0997389,78.70484453,700.282392,290.3780295,525.45,-4.41893377,-4.70527892,-4.79345149,0,0.75,0.66666667,0.66666667,0.9,1,0.66666667,0.5,0.73571429,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,478.67,0.06238859,73,34,74,35,13,3,0,6,39,26,2,5,0,0,1,0,0,0,0,0,8,1,53.42465753,35.61643836,2.73972603,6.84931507,1.36986301,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,0.81113284,127.1538,104.73,104.73,2.87812464,4.5256,722.0157635,180.0996268,78.70484453,632.4750831,262.5881488,478.92,-3.83640594,-4.0542184,-4.10812464,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.33333333,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,12.72,0.24,1.53,7.64,0,0,0,0,0,0,471.76,0.06238859,79,34,80,35,13,3,0,6,45,28,3,3,0,0,0,0,0,0,0,0,6,0,56.96202532,35.44303797,3.79746835,3.79746835,0,0,2,2,12,0,2,0,0,0,2,0,0,0,0,0,0,0.11830245,136.9466,78.51,78.51,3.26176202,5.3693,747.7417557,114.5805964,36.02150137,673.4385382,279.3764501,500.87,-4.16249771,-4.41867391,-4.49176202,0,1,0.66666667,0.83333333,1,1,0.83333333,0.5,0.83333333,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9.37,0.19,0.58,4.79,0,0,0,0,0,0,469.56,0.07526882,49,31,53,35,3,2,0,16,18,19,5,2,0,2,3,0,0,0,0,2,12,3,36.73469388,38.7755102,10.20408163,4.08163265,6.12244898,0,5,8,28,3,3,0,0,2,3,0,1,1,0,1,0,-0.20083697,110.7036,91.84,128.46,1.64446623,2.8545,477.6236344,140.9459191,16.66300743,488.0232558,203.3865803,352.09,-2.78779629,-2.88224292,-2.87446623,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.5,0.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,8.91,0.18,-1.06,5.99,0,0,0,0,0,0,530.64,0.06507937,57,36,62,41,4,2,0,22,21,25,4,2,0,2,3,0,0,0,0,2,11,3,36.84210526,43.85964912,7.01754386,3.50877193,5.26315789,0,6,9,34,3,4,0,0,2,4,0,1,1,0,1,0,-0.2999255,133.9539,78.95,115.57,3.72268582,5.0449,548.2269212,124.1603895,16.66300743,572.4086379,237.9707532,413.71,-4.55428295,-4.85655153,-4.95268582,0,0.75,0.66666667,0.83333333,0.7,0.5,0.83333333,1,0.7547619,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,11.11,0.22,0.98,6.56,0,0,0,0,0,0,466.5,0.07258065,50,32,54,36,3,2,0,17,18,21,4,2,0,1,4,0,0,0,0,1,11,4,36,42,8,4,8,0,5,8,29,3,3,0,0,1,4,0,1,1,0,1,0,-0.24779983,109.475,78.95,87.33,3.14222818,4.263,474.5715139,139.1205028,16.66300743,486.8770764,202.9168346,360.61,-4.06089395,-4.30511677,-4.37222818,0,1,0.83333333,1,0.8,0.5,1,1,0.87619048,0.33333333,0.75,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
0,10.89,0.23,0.21,6.92,0,0,0,0,0,0,419.99,0.08831909,45,27,49,31,3,2,0,16,18,19,3,2,0,2,0,1,0,0,0,3,8,1,40,42.22222222,6.66666667,4.44444444,2.22222222,0,5,8,28,3,3,0,0,2,3,0,1,1,0,1,0,-0.27229005,108.8297,66.06,102.68,3.06351767,4.0828,449.2861077,62.49452016,16.66300743,466.4285714,194.5362998,327.09,-3.99399002,-4.23034178,-4.29351767,0,1,1,1,0.8,0.5,1,1,0.9,0.33333333,0.875,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
1,0,0,0,0,0,0,0,0,0,0,442.94,0.07635468,50,29,52,31,6,3,0,12,21,21,0,4,0,1,2,1,0,0,0,2,8,3,42,42,0,8,6,0,3,3,18,0,3,0,0,0,3,0,0,0,0,0,0,-0.30230255,105.9818,71.44,79.82,5.04380306,5.5904,531.6078427,142.0614488,42.68334316,497.7740864,207.3828223,375.52,-5.6772326,-6.1116129,-6.27380306,0,0.75,0.83333333,0.83333333,0.7,0.5,0.83333333,1,0.77857143,0.16666667,0.875,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,14,0.28,2.25,11.54,0,0,0,0,0,0,578.21,0.05802969,76,39,80,43,7,3,0,12,37,29,3,4,0,1,1,1,0,0,0,2,10,2,48.68421053,38.15789474,3.94736842,5.26315789,2.63157895,0,5,5,30,0,5,0,0,0,5,0,0,0,0,0,0,-0.73848628,151.0289,70.16,78.54,3.96332652,5.969,716.8937956,103.1850687,0,695.7475083,288.5194706,516.13,-4.75882754,-5.0851602,-5.19332652,0,0.75,0.83333333,0.83333333,0.9,1,0.83333333,1,0.87857143,0.16666667,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
