Actividad_500	MW	GD	nAT	nSK	nBT	nBO	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nStructures	totalcharge	nCIC	nCIR	TRS	Rbrid	NRS	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	Hy	AMR	TPSA(NO)	TPSA(Tot)	MLOGP	ALOGP	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	BLTF96	BLTD48	BLTA96	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50
1	55422	616	77	37	81	41	8	3	0	6	40	27	3	5	0	1	0	1	0	0	0	2	10	1	519481	350649	38961	64935	12987	1	0	5	5	24	0	5	2	0	0	3	0	0	0	0	0	0	189	1438389	10139	10977	22903	25031	7.463.256	1625918	853667	6771927	280915	50307	-33368	-34958	-35203	0	75	8333	8333	9	1	8333	1	8786	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	53822	635	76	36	80	40	8	3	0	6	40	27	3	4	0	1	0	1	0	0	0	2	9	1	526316	355263	39474	52632	13158	1	0	5	5	24	0	5	2	0	0	3	0	0	0	0	0	0	-3551	1422558	8116	8954	30386	39876	7.179.479	1199084	426833	6674419	2769188	49428	-39728	-42067	-42686	0	75	8333	8333	9	1	8333	1	8786	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	55619	616	75	37	79	41	8	3	0	6	38	26	3	6	0	1	0	1	0	0	0	2	11	1	506667	346667	4	8	13333	1	0	5	5	24	0	5	2	0	0	3	0	0	0	0	0	0	2158	1406307	11062	119	1759	2834	7.333.066	1735916	853667	6635382	2753189	49456	-28852	-29911	-2989	0	75	6667	8333	9	1	8333	1	8548	3333	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	6122	549	77	41	81	45	8	3	0	12	36	29	3	5	0	1	2	1	0	0	0	2	12	3	467532	376623	38961	64935	38961	1	0	5	5	27	0	5	1	0	0	4	0	0	0	0	0	0	-3273	1521512	9039	9877	35778	54928	7.560.942	1608285	426833	7084219	2937139	53099	-44311	-47189	-48078	0	75	8333	8333	9	1	8333	1	8786	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54019	635	74	36	78	40	8	3	0	6	38	26	3	5	0	1	0	1	0	0	0	2	10	1	513514	351351	40541	67568	13514	1	0	5	5	24	0	5	2	0	0	3	0	0	0	0	0	0	-3275	1390476	9039	9877	2498	43185	7.049.289	1309083	426833	6537874	2713227	48577	-35133	-36931	-3728	0	75	8333	8333	9	1	8333	1	8786	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45796	736	52	30	54	32	4	3	0	12	22	21	1	4	0	1	2	1	0	0	0	2	9	3	423077	403846	19231	76923	57692	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-2829	1101829	7468	8306	38501	33654	5.620.217	1451858	426833	5143522	2141771	38652	-46626	-49776	-50801	0	1	8333	1	8	5	1	1	8762	1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
0	44742	767	52	28	53	29	8	2	0	12	24	19	2	4	0	1	0	2	0	0	0	3	9	2	461538	365385	38462	76923	38462	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	1733	1115601	10386	11224	24382	31159	5.930.315	1640954	1182639	5237874	218044	38099	-34624	-36363	-36682	0	1	1	1	1	1	1	1	1	1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	60627	549	82	41	86	45	7	3	0	12	41	31	3	4	0	1	1	1	0	0	0	2	10	2	50	378049	36585	4878	2439	1	0	5	5	30	0	5	0	0	0	5	0	0	0	0	0	0	-7512	1600847	7016	7854	43389	65515	7.770.362	1031851	0	7425581	3077042	55073	-50781	-5442	-55689	1	5	8333	8333	9	1	8333	1	8429	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	80586	383	106	56	109	59	23	4	0	24	50	44	2	8	0	0	0	2	0	0	0	2	12	2	471698	415094	18868	75472	18868	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	372	2181384	13624	13624	62412	120524	11.161.492	2188936	853667	10132558	4186458	75722	-6695	-72491	-74712	1	5	3333	5	8	1	5	5	5905	1667	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	79183	391	103	55	106	58	22	4	0	24	48	43	2	8	0	0	0	2	0	0	0	2	12	2	466019	417476	19417	7767	19417	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	449	2135374	13624	13624	60791	115962	10.900.724	2188936	853667	9898505	4090535	73992	-65572	-70951	-73091	1	5	3333	5	8	1	5	5	5905	1667	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7778	398	100	54	103	57	21	4	0	24	46	42	2	8	0	0	0	2	0	0	0	2	12	2	46	42	2	8	2	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	528	2089364	13624	13624	59156	1114	10.639.957	2188936	853667	9664452	3994611	72262	-64182	-69398	-71456	1	5	3333	5	8	1	5	5	5905	1667	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	49891	622	54	35	56	37	9	6	0	18	19	23	4	7	0	0	0	1	0	0	0	1	12	1	351852	425926	74074	12963	18519	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-2596	1307028	16289	16289	4436	65073	622.201	213648	426833	5642857	2346417	4231	-51606	-55342	-5666	1	5	6667	6667	3	0	6667	1	5429	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	61181	525	86	45	93	52	5	3	0	16	41	35	5	5	0	0	0	0	0	0	0	0	10	0	476744	406977	5814	5814	0	1	0	8	19	45	6	3	0	0	3	5	0	0	4	2	1	1	682	1683533	11821	11821	29175	44085	7.767.651	1565017	774796	7531229	312034	55503	-38699	-40917	-41475	0	75	5	8333	9	5	8333	1	7595	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45746	731	47	31	50	34	3	2	0	17	16	20	3	2	0	1	5	0	0	0	0	1	11	5	340426	425532	6383	42553	106383	1	0	4	7	23	2	2	0	0	1	3	0	0	1	1	0	0	-2328	1057327	6606	7444	40752	58618	4.625.099	1372951	16663	4678571	1951218	35074	-4854	-51915	-53052	0	1	8333	1	8	5	1	1	8762	3333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	35386	988	39	23	41	25	3	3	0	11	16	15	3	3	0	1	0	1	0	0	0	2	8	1	410256	384615	76923	76923	25641	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	-1977	887977	8313	9151	16945	33146	4.086.607	876394	16663	3986213	1667464	28643	-28304	-29298	-29245	0	1	1	1	8	5	1	1	9	5	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	1
1	54221	619	76	36	79	39	8	3	0	6	40	26	3	5	0	1	0	1	0	0	0	2	10	1	526316	342105	39474	65789	13158	1	0	4	4	21	0	4	1	0	0	3	0	0	0	0	0	0	-3275	1408498	9039	9877	2498	46901	7.410.525	1309083	426833	6718272	2787161	49813	-35133	-36931	-3728	0	75	8333	8333	9	1	8333	1	8786	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52621	639	75	35	78	38	7	3	0	6	40	26	3	4	0	1	0	1	0	0	0	2	9	1	533333	346667	4	53333	13333	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	-737	1399439	7016	7854	32464	53718	7.046.858	88225	0	6620764	2747198	48934	-41494	-4404	-44764	0	75	8333	8333	9	1	8333	1	8786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48811	685	66	32	68	34	8	3	0	6	34	22	3	5	0	1	0	1	0	0	0	2	10	1	515152	333333	45455	75758	15152	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-2788	124694	9039	9877	16737	37617	6.544.045	1309083	426833	5962458	2477401	44129	-28126	-291	-29037	0	1	8333	1	1	1	1	1	9762	3333	875	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	48751	642	59	34	61	36	6	1	0	12	25	24	2	2	0	0	6	0	0	0	0	0	10	6	423729	40678	33898	33898	101695	1	-1	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7001	1123946	5626	5626	46733	5543	5.835.274	161438	0	5422757	2256212	42108	-53623	-57597	-59033	0	75	6667	1	1	1	1	1	9167	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	5006	603	66	36	68	38	7	4	0	12	30	26	4	4	0	0	2	0	0	0	0	0	10	2	454545	393939	60606	60606	30303	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	2035	1291652	9882	9882	32711	30046	6.612.987	172525	360215	6121927	2542757	46438	-41705	-44276	-45011	0	75	8333	8333	9	1	8333	1	8786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	40953	736	57	30	59	32	5	3	0	12	27	23	3	4	0	0	0	0	0	0	0	0	7	0	473684	403509	52632	70175	0	1	0	3	6	19	2	1	0	0	0	2	1	0	0	0	2	0	8671	1129901	9874	9874	1515	21427	5.768.798	1572639	787048	5266944	2192354	39198	-26778	-27593	-2745	0	1	1	1	1	1	1	1	1	3333	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
1	36149	831	53	26	54	27	5	3	0	6	27	19	3	4	0	0	0	0	0	0	0	0	7	0	509434	358491	56604	75472	0	1	0	2	3	13	1	1	0	0	0	1	1	0	0	0	1	0	9741	974435	9874	9874	5959	9524	5.376.727	1572639	787048	4725415	1970416	35396	-18965	-18861	-18259	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0
1	43557	706	61	32	64	35	5	3	0	12	29	25	3	4	0	0	0	0	0	0	0	0	7	0	47541	409836	4918	65574	0	1	0	4	7	23	2	2	0	1	0	2	1	0	0	0	2	0	8223	1201182	9874	9874	23398	28056	5.992.004	1572639	787048	5554651	2310267	41422	-33789	-35428	-35698	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	5306	583	67	38	70	41	6	4	0	12	29	27	4	4	0	0	3	0	0	0	0	0	11	3	432836	402985	59701	59701	44776	1	0	4	5	23	1	3	0	1	0	2	1	0	0	0	1	0	8167	1330288	1111	1111	38355	41303	6.713.825	2189298	787048	6204817	2576728	47539	-46501	-49637	-50655	0	75	8333	8333	9	1	8333	1	8786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	42951	764	51	29	53	31	4	3	0	11	22	19	3	3	0	1	3	0	0	0	0	1	10	3	431373	372549	58824	58824	58824	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	-234	1033808	8313	9151	27472	4813	5.080.082	1325198	16663	4806811	2003775	35863	-37251	-39299	-39772	0	1	1	1	8	5	1	1	9	3333	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	41553	794	52	28	54	30	4	2	0	11	24	19	3	2	0	1	3	0	0	0	0	1	9	3	461538	365385	57692	38462	57692	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	-2525	1022412	6606	7444	33287	50991	5.038.066	1073749	16663	4780731	1993086	35248	-42194	-44823	-45587	0	1	1	1	1	5	1	1	9286	1667	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	48749	688	59	31	60	32	10	3	0	12	28	22	2	4	0	1	0	2	0	0	0	3	9	2	474576	372881	33898	67797	33898	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	2569	1258537	8671	9509	36813	52096	6.410.069	1316705	606941	5868605	2438936	43025	-45191	-48173	-49113	0	1	6667	8333	1	1	1	1	9286	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	34483	996	37	22	38	23	4	2	0	12	15	16	0	2	0	1	2	1	0	0	0	2	6	3	405405	432432	0	54054	81081	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-717	83077	3414	4252	52266	52354	4.064.574	742332	0	3864286	1617494	28644	-58326	-62852	-64566	0	75	8333	8333	7	5	8333	1	7786	5	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	683	425	107	49	108	50	19	4	0	12	58	38	4	7	0	0	0	0	0	0	0	0	11	0	542056	35514	37383	65421	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	12928	1895338	1463	1463	31172	63034	10.796.593	2224194	967156	9345017	3863695	69857	-40396	-42813	-43472	1	5	5	5	8	1	3333	0	519	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	45497	736	53	30	55	32	8	3	0	12	23	20	2	6	0	1	0	1	0	0	0	2	10	1	433962	377358	37736	113208	18868	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	309	1115052	10517	11355	23551	38073	5.611.068	1502546	572784	5211794	2169752	38566	-33918	-35573	-35851	0	1	8333	1	1	5	1	1	9048	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	48048	642	56	34	58	36	6	1	0	18	22	26	0	2	0	0	6	0	0	0	0	0	8	6	392857	464286	0	35714	107143	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-3628	1179105	373	373	68755	80173	5.679.337	1575889	426833	5380731	2238988	41618	-72342	-78518	-81055	0	75	6667	8333	7	5	8333	1	7548	5	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43897	764	52	29	54	31	8	3	0	12	23	20	2	5	0	1	0	1	0	0	0	2	9	1	442308	384615	38462	96154	19231	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	2962	1097406	9893	10731	22914	4164	5.367.257	1258734	328972	5114286	2129789	37687	-33377	-34968	-35214	0	1	1	1	1	5	1	1	9286	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
0	50154	622	62	35	64	37	7	1	0	12	27	25	2	2	0	0	6	0	0	0	0	0	10	6	435484	403226	32258	32258	96774	1	-1	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7087	1170724	5626	5626	48716	59317	6.096.041	161438	0	5656811	2352136	43838	-55308	-5948	-61016	1	5	6667	8333	9	1	8333	1	819	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	69703	416	110	50	111	51	20	4	0	12	60	39	4	7	0	0	0	0	0	0	0	0	11	0	545455	354545	36364	63636	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	12777	1942116	1463	1463	32905	66921	11.057.361	2224194	967156	957907	3959619	71587	-41869	-44459	-45205	1	5	5	5	8	1	3333	0	519	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	39653	764	57	29	59	31	7	2	0	12	28	23	2	4	0	0	0	0	0	0	0	0	6	0	491228	403509	35088	70175	0	1	0	3	4	17	1	2	0	0	1	2	0	0	1	0	0	0	15948	110098	9866	9866	20678	2586	5.811.562	171678	1213882	5172591	2153685	38362	-31476	-32844	-32978	0	1	1	1	1	1	1	1	1	1667	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
1	43656	685	60	32	62	34	7	4	0	12	28	24	4	4	0	0	0	0	0	0	0	0	8	0	466667	40	66667	66667	0	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	8532	1208281	1111	1111	17159	23164	6.146.676	1738044	787048	5595349	2326946	41764	-28485	-29501	-29459	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	108856	276	159	78	164	83	32	7	0	24	81	61	7	9	0	1	0	0	0	0	0	1	17	0	509434	383648	44025	56604	0	1	0	6	7	34	1	5	0	0	2	4	0	1	0	0	0	0	37517	3037574	23316	25846	31464	86099	15.579.014	355773	1687586	14327741	5905795	107056	-40644	-4309	-43764	1	25	1667	3333	7	1	1667	0	3738	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	109254	276	156	79	162	85	31	7	0	30	77	63	7	8	0	1	0	0	0	0	0	1	16	0	49359	403846	44872	51282	0	1	0	7	8	40	1	6	0	0	2	5	0	1	0	0	0	0	37232	3085027	22393	24923	38004	86997	15.218.505	3447731	1687586	14303654	5895924	106519	-46204	-49304	-50304	1	25	1667	3333	7	1	1667	0	3738	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	67196	434	102	49	104	51	20	4	0	18	53	40	3	6	0	0	0	0	0	0	0	0	9	0	519608	392157	29412	58824	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	19441	1911818	14782	14782	34847	63843	10.205.335	2231816	111602	915515	3785881	6822	-4352	-46305	-47147	0	75	5	6667	9	1	5	0	6167	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	108856	276	159	78	164	83	32	7	0	24	81	61	7	9	0	1	0	0	0	0	0	1	17	0	509434	383648	44025	56604	0	1	0	6	7	34	1	5	0	0	2	4	0	1	0	0	0	0	37517	3037574	23316	25846	31464	86099	15.579.014	355773	1687586	14327741	5905795	107056	-40644	-4309	-43764	1	25	1667	3333	7	1	1667	0	3738	0	375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	67295	434	101	49	103	51	19	4	0	18	52	39	4	6	0	0	0	0	0	0	0	0	10	0	514851	386139	39604	59406	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	2699	189458	15985	15985	29883	58342	10.120.386	2411924	1296128	9086877	37579	6759	-39301	-41589	-42183	1	5	3333	5	8	1	3333	0	4952	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	51655	597	79	38	83	42	9	2	0	12	41	31	2	4	0	0	0	0	0	0	1	0	7	0	518987	392405	25316	50633	0	1	0	5	8	27	3	3	0	1	1	4	0	0	2	0	0	0	967	143548	7666	7666	35449	62646	na	863114	360215	6915116	2867835	53318	-44031	-46876	-47749	0	75	8333	6667	9	1	8333	1	8548	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43656	685	60	32	62	34	7	4	0	12	28	24	4	4	0	0	0	0	0	0	0	0	8	0	466667	40	66667	66667	0	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	8532	1208281	1111	1111	17159	23164	6.146.676	1738044	787048	5595349	2326946	41764	-28485	-29501	-29459	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	54273	553	79	39	81	41	13	3	0	12	40	31	2	4	0	0	2	0	0	0	0	0	8	2	506329	392405	25316	50633	25316	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	7221	1461261	955	955	3925	58163	7.750.178	1840599	787048	703206	2915762	53152	-47263	-50488	-5155	0	75	6667	6667	9	1	6667	5	7357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	49863	603	68	36	70	38	8	4	0	12	32	27	4	3	0	0	2	0	0	0	0	0	9	2	470588	397059	58824	44118	29412	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	176	1319661	9087	9087	38117	39841	6.800.507	1612864	360215	6258472	2598718	47289	-463	-49411	-50417	0	1	8333	1	1	1	1	1	9762	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	51463	586	69	37	71	39	8	4	0	12	32	27	4	4	0	0	2	0	0	0	0	0	10	2	463768	391304	57971	57971	28986	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	189	133843	9882	9882	34694	33933	6.873.754	172525	360215	635598	263868	48168	-4339	-46159	-46994	0	75	8333	8333	9	1	8333	1	8786	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	45654	663	59	33	61	35	7	4	0	12	26	24	4	3	0	0	2	0	0	0	0	0	9	2	440678	40678	67797	50847	33898	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	2219	1198476	9087	9087	32079	32729	5.919.575	1610413	360215	5556312	2310948	42099	-41167	-43675	-44379	0	1	8333	1	1	5	1	1	9048	1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0
1	47565	642	69	34	71	36	10	2	0	11	35	25	5	2	0	0	2	0	0	0	0	0	9	2	507246	362319	72464	28986	28986	1	0	3	3	16	0	3	0	0	2	1	0	0	0	0	0	0	2058	1281207	7926	7926	40453	37573	6.575.025	1361414	360215	6072924	2522674	44842	-48285	-51631	-52753	0	1	6667	8333	1	1	1	1	9286	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	46855	642	60	34	62	36	8	5	0	12	26	25	4	3	0	0	2	0	0	0	0	0	9	2	433333	416667	66667	5	33333	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	2058	1236882	9309	9309	36077	29404	6.035.779	1612864	360215	5718937	2377597	43565	-44566	-47473	-48377	0	1	8333	1	8	5	1	1	8762	1667	875	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
1	43855	685	59	32	61	34	7	4	0	12	27	24	4	3	0	0	1	0	0	0	0	0	8	1	457627	40678	67797	50847	16949	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	208	1196312	9087	9087	28365	30674	5.891.237	1460812	360215	5527076	2298966	41492	-3801	-40147	-40665	0	1	1	1	1	5	1	1	9286	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	62795	473	99	46	102	49	14	3	0	17	53	39	3	4	0	0	0	0	0	0	0	0	7	0	535354	393939	30303	40404	0	1	0	4	5	24	1	3	0	0	0	4	0	0	0	1	0	0	12548	184284	10753	10753	44117	70033	9.489.265	1721504	967156	8688538	3594647	64024	-51399	-55111	-56417	1	5	6667	6667	9	1	6667	5	7	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	52474	569	79	38	81	40	13	3	0	12	41	31	2	4	0	0	1	0	0	0	0	0	7	1	518987	392405	25316	50633	12658	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	7122	1459097	955	955	35635	56108	772.184	1690997	787048	7002824	290378	52545	-44189	-47053	-47935	0	75	6667	6667	9	1	6667	5	7357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	43855	685	59	32	61	34	7	4	0	12	27	24	4	3	0	0	1	0	0	0	0	0	8	1	457627	40678	67797	50847	16949	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	208	1196312	9087	9087	28365	30674	5.891.237	1460812	360215	5527076	2298966	41492	-3801	-40147	-40665	0	1	1	1	1	5	1	1	9286	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
0	49272	603	76	36	78	38	12	3	0	12	40	30	2	4	0	0	0	0	0	0	0	0	6	0	526316	394737	26316	52632	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	7179	1412374	955	955	3279	55201	7.432.735	1541396	787048	6739535	2795875	50208	-41772	-44351	-4509	0	1	6667	8333	1	1	8333	5	8333	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50675	586	79	37	81	39	13	3	0	12	42	31	2	4	0	0	0	0	0	0	0	0	6	0	531646	392405	25316	50633	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	7016	1456933	955	955	32013	54053	7.693.502	1541396	787048	6973588	2891798	51938	-41111	-43612	-44313	0	75	6667	6667	9	1	6667	5	7357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	43262	688	67	31	68	32	11	3	0	6	36	24	2	5	0	0	0	0	0	0	0	0	7	0	537313	358209	29851	74627	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	15677	1174203	11573	11573	20971	37203	6.723.109	196823	1213882	5827409	2422053	43825	-31726	-33123	-33271	0	1	8333	8333	1	1	8333	5	8571	1667	875	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	42967	688	70	31	71	32	10	3	0	6	39	25	3	3	0	0	0	0	0	0	0	0	6	0	557143	357143	42857	42857	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	161	1230734	7851	7851	26579	40406	6.695.115	1145806	360215	6032226	2505994	44897	-36492	-3845	-38879	0	1	8333	8333	1	1	1	1	9524	3333	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	47176	624	79	34	80	35	12	3	0	6	45	28	3	3	0	0	0	0	0	0	0	0	6	0	56962	35443	37975	37975	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	1183	1368174	7851	7851	32618	52324	7.514.979	1145806	360215	6734385	2793765	50087	-41625	-44187	-44918	0	1	6667	8333	1	1	8333	5	8333	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	50577	586	80	37	82	39	12	3	0	12	43	31	3	3	0	0	0	0	0	0	0	0	6	0	5375	3875	375	375	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	816	147686	7851	7851	36073	56241	7.608.721	1145806	360215	704186	2919779	52159	-44562	-47469	-48373	0	75	6667	6667	9	1	6667	5	7357	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46974	642	77	34	79	36	10	3	0	6	43	28	3	3	0	0	0	0	0	0	0	0	6	0	558442	363636	38961	38961	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	1183	1352146	7851	7851	32618	49578	7.116.182	1145806	360215	6553987	2719831	48851	-41625	-44187	-44918	0	1	6667	8333	1	1	1	1	9286	1667	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	42662	71	65	31	67	33	7	4	0	6	34	24	4	3	0	0	0	0	0	0	0	0	7	0	523077	369231	61538	46154	0	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	193	1204702	9087	9087	26913	35347	6.190.224	1311211	360215	5712126	2374806	42767	-36776	-38768	-39213	0	1	1	1	1	1	1	1	1	3333	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	43855	685	59	32	61	34	7	4	0	12	27	24	4	3	0	0	1	0	0	0	0	0	8	1	457627	40678	67797	50847	16949	1	0	3	4	19	1	2	0	0	0	2	1	0	0	0	1	0	208	1196312	9087	9087	28365	30674	5.891.237	1460812	360215	5527076	2298966	41492	-3801	-40147	-40665	0	1	1	1	1	5	1	1	9286	3333	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	42659	736	56	30	58	32	7	4	0	11	26	22	4	3	0	1	0	0	0	0	0	1	8	0	464286	392857	71429	53571	0	1	0	3	4	18	1	2	0	0	1	1	1	0	0	0	1	0	243	118249	9087	11911	21122	28153	5.714.185	1311211	360215	5372757	223572	3954	-31854	-33266	-33422	0	1	1	1	1	5	1	1	9286	3333	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	48468	642	66	34	68	36	8	4	0	11	32	25	4	4	0	1	0	0	0	0	0	1	9	0	484848	378788	60606	60606	0	1	0	3	4	18	1	2	0	0	1	1	1	0	0	0	1	0	2058	1323669	9882	12706	24035	26443	6.668.365	1426048	360215	6172425	2563453	45609	-3433	-36033	-36335	0	1	8333	1	1	1	1	1	9762	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
