Actividad_500	MW	GD	nAT	nSK	nBT	nBO	RBN	nDB	nTB	nAB	nH	nC	nN	nO	nP	nS	nF	nCL	nBR	nI	nB	nHM	nHet	nX	H%	C%	N%	O%	X%	nStructures	totalcharge	nCIC	nCIR	TRS	Rbrid	NRS	nR03	nR04	nR05	nR06	nR07	nR08	nR09	nR10	nR11	nR12	Hy	AMR	TPSA(NO)	TPSA(Tot)	MLOGP	ALOGP	SAtot	SAacc	SAdon	Vx	VvdwMG	VvdwZAZ	BLTF96	BLTD48	BLTA96	Ro5	DLS_01	DLS_02	DLS_03	DLS_04	DLS_05	DLS_06	DLS_07	DLS_cons	LLS_01	LLS_02	CMC-80	CMC-50	Inflammat-80	Inflammat-50	Depressant-80	Depressant-50	Psychotic-80	Psychotic-50	Hypertens-80	Hypertens-50	Hypnotic-80	Hypnotic-50	Neoplastic-80	Neoplastic-50	Infective-80	Infective-50
1	7881	37	118	57	120	59	22	5	0	18	61	44	5	8	0	0	0	0	0	0	0	0	13	0	516949	372881	42373	67797	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	18857	2177211	1754	1754	2827	65787	11.885.707	2655751	1147263	10546512	4356111	78834	-3793	-40057	-4057	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	712	408	108	51	109	52	20	5	0	12	57	38	5	8	0	0	0	0	0	0	0	0	13	0	527778	351852	46296	74074	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	19871	1931019	1754	1754	20227	50228	10.972.101	2655751	1147263	9536877	3942327	71572	-31093	-32415	-32527	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	61285	476	92	44	93	45	17	4	0	12	48	33	4	7	0	0	0	0	0	0	0	0	11	0	521739	358696	43478	76087	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13767	166734	1463	1463	22217	45291	9.375.306	2224194	967156	8174751	3384078	61207	-32784	-34306	-34517	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	75409	384	117	54	118	55	22	5	0	12	63	41	5	8	0	0	0	0	0	0	0	0	13	0	538462	350427	42735	68376	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	19341	2067757	1754	1754	25373	62545	11.791.965	2655751	1147263	10239037	4230097	76762	-35467	-37305	-37673	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	65494	444	101	47	102	48	19	4	0	12	54	36	4	7	0	0	0	0	0	0	0	0	11	0	534653	356436	39604	69307	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13246	1804078	1463	1463	2765	57608	10.195.169	2224194	967156	887691	3671848	66397	-37403	-39468	-3995	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	54176	54	82	39	83	40	15	3	0	12	43	30	3	6	0	0	0	0	0	0	0	0	9	0	52439	365854	36585	73171	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	7476	1493621	1172	1172	27806	48784	8.337.606	1792637	787048	7280731	3017677	54302	-37535	-39615	-40106	0	75	5	6667	9	1	6667	5	7119	3333	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	7881	37	118	57	120	59	22	5	0	18	61	44	5	8	0	0	0	0	0	0	0	0	13	0	516949	372881	42373	67797	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	18857	2177211	1754	1754	2827	65787	11.885.707	2655751	1147263	10546512	4356111	78834	-3793	-40057	-4057	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	67492	434	99	49	101	51	18	4	0	18	50	38	4	7	0	0	0	0	0	0	0	0	11	0	505051	383838	40404	70707	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	12928	1866754	1463	1463	29035	56963	10.028.144	2224194	967156	8950332	3701939	66739	-3858	-40783	-41335	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	64686	453	93	47	95	49	17	4	0	18	46	36	4	7	0	0	0	0	0	0	0	0	11	0	494624	387097	43011	75269	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	13246	1776794	1463	1463	25513	48533	9.469.048	2224194	967156	8482226	3510093	63279	-35586	-37438	-37813	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	79207	369	115	58	118	61	22	5	0	24	57	47	3	8	0	0	0	0	0	0	0	0	11	0	495652	408696	26087	69565	0	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	11725	2229804	16013	16013	42641	80916	11.604.633	24444	967156	10522425	434624	78706	-50145	-53709	-54941	1	25	5	5	8	1	3333	0	4833	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	41662	713	66	30	67	31	11	3	0	6	36	24	2	4	0	0	0	0	0	0	0	0	6	0	545455	363636	30303	60606	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	1769	1162269	845	845	28563	4482	6.386.508	1224562	360215	57299	238209	42946	-38178	-40335	-40863	0	1	8333	8333	1	1	8333	5	8571	3333	875	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
0	61285	476	92	44	93	45	17	4	0	12	48	33	4	7	0	0	0	0	0	0	0	0	11	0	521739	358696	43478	76087	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13767	1667406	1463	1463	22217	45015	9.375.306	2224194	967156	8174751	3384078	61207	-32784	-34306	-34517	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	1759068	1463	1463	2586	52278	993.869	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	65494	444	101	47	102	48	19	4	0	12	54	36	4	7	0	0	0	0	0	0	0	0	11	0	534653	356436	39604	69307	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13246	1804846	1463	1463	2765	56933	10.195.169	2224194	967156	887691	3671848	66397	-37403	-39468	-3995	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	68895	424	102	50	104	52	19	4	0	18	52	39	4	7	0	0	0	0	0	0	0	0	11	0	509804	382353	39216	68627	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	12777	1913532	1463	1463	30768	6085	10.288.911	2224194	967156	9184385	3797863	68469	-40053	-4243	-43068	1	5	5	5	8	1	3333	0	519	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	72296	406	103	53	106	56	19	4	0	24	50	42	4	7	0	0	0	0	0	0	0	0	11	0	485437	407767	38835	67961	0	1	0	4	4	24	0	4	0	0	0	4	0	0	0	0	0	0	12352	2022986	1463	1463	33824	64092	10.382.653	2224194	967156	949186	3923877	70541	-4265	-45333	-46124	1	5	5	5	8	1	3333	0	519	0	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	59882	487	89	43	90	44	16	4	0	12	46	32	4	7	0	0	0	0	0	0	0	0	11	0	516854	359551	44944	78652	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13954	1620562	1463	1463	20363	41404	9.114.538	2224194	967156	7940698	3288155	59477	-31208	-32544	-32663	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	56481	513	88	40	88	40	16	4	0	6	48	29	4	7	0	0	0	0	0	0	0	0	11	0	545455	329545	45455	79545	0	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	14561	1511174	1463	1463	16926	37886	9.020.796	2224194	967156	7633223	316214	57405	-28287	-2928	-29226	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	59287	488	94	42	94	42	17	4	0	6	52	31	4	7	0	0	0	0	0	0	0	0	11	0	553191	329787	42553	74468	0	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	14148	1602836	1463	1463	20756	45149	9.584.181	2224194	967156	8101329	3353987	60865	-31542	-32918	-33056	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	6069	476	97	43	97	43	18	4	0	6	54	32	4	7	0	0	0	0	0	0	0	0	11	0	556701	329897	41237	72165	0	1	0	1	1	6	0	1	0	0	0	1	0	0	0	0	0	0	13954	1648614	1463	1463	22634	49804	984.066	2224194	967156	8335382	3449911	62595	-33139	-34702	-34934	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	712	408	108	51	109	52	20	5	0	12	57	38	5	8	0	0	0	0	0	0	0	0	13	0	527778	351852	46296	74074	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	19871	1931019	1754	1754	20227	50228	10.972.101	2655751	1147263	9536877	3942327	71572	-31093	-32415	-32527	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	75409	384	117	54	118	55	22	5	0	12	63	41	5	8	0	0	0	0	0	0	0	0	13	0	538462	350427	42735	68376	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	19341	2067757	1754	1754	25373	62545	11.791.965	2655751	1147263	10239037	4230097	76762	-35467	-37305	-37673	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	7881	37	118	57	120	59	22	5	0	18	61	44	5	8	0	0	0	0	0	0	0	0	13	0	516949	372881	42373	67797	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	18857	2177211	1754	1754	2827	65787	11.885.707	2655751	1147263	10546512	4356111	78834	-3793	-40057	-4057	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	74006	392	114	53	115	54	21	5	0	12	61	40	5	8	0	0	0	0	0	0	0	0	13	0	535088	350877	4386	70175	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	19512	2020979	1754	1754	23675	58658	11.531.197	2655751	1147263	10004983	4134174	75032	-34024	-35691	-35975	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	67492	434	99	49	101	51	18	4	0	18	50	38	4	7	0	0	0	0	0	0	0	0	11	0	505051	383838	40404	70707	0	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	12928	1866754	1463	1463	29035	56963	10.028.144	2224194	967156	8950332	3701939	66739	-3858	-40783	-41335	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	64091	454	98	46	99	47	18	4	0	12	52	35	4	7	0	0	0	0	0	0	0	0	11	0	530612	357143	40816	71429	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13413	17573	1463	1463	2586	53721	9.934.402	2224194	967156	8642857	3575925	64667	-35881	-37767	-3816	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	62688	465	95	45	96	46	17	4	0	12	50	34	4	7	0	0	0	0	0	0	0	0	11	0	526316	357895	42105	73684	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	13587	1710522	1463	1463	24049	49834	9.673.634	2224194	967156	8408804	3480002	62937	-34342	-36047	-36349	1	5	5	5	8	1	3333	0	519	1667	625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	38884	867	40	25	41	26	6	3	0	12	15	17	0	4	0	1	2	1	0	0	0	2	8	3	375	425	0	10	75	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-6718	894606	6044	6882	45517	44614	4.518.514	110378	0	4221927	1764068	31868	-52589	-56441	-57817	0	75	8333	1	8	5	1	1	8405	1667	875	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
1	49798	682	55	33	58	36	6	4	0	12	22	23	1	5	0	1	2	1	0	0	0	2	10	3	40	418182	18182	90909	54545	1	0	4	4	21	0	4	1	0	0	3	0	0	0	0	0	0	-6911	1176612	8075	8913	4235	37854	5.727.473	1386472	0	5457309	2270373	41491	-49898	-53433	-5465	0	75	8333	1	1	5	1	1	869	1667	75	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	44289	764	46	29	48	31	5	4	0	12	17	20	0	5	0	1	2	1	0	0	0	2	9	3	369565	434783	0	108696	65217	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-6828	102268	7751	8589	39673	39983	5.044.504	1355229	0	4769767	1988593	36437	-47622	-5089	-51973	0	1	1	1	8	5	1	1	9	1667	1	1	0	1	0	0	0	1	0	1	0	0	0	1	0	1	0
0	43545	736	46	30	48	32	7	3	0	18	16	21	1	4	0	1	3	0	0	0	0	1	9	3	347826	456522	21739	86957	65217	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-6933	1056951	6368	7206	43236	5199	4.834.622	1268567	0	475515	1982602	35856	-5065	-54274	-55536	0	75	1	1	4	0	1	1	7357	1667	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
0	41988	759	48	30	51	33	6	3	0	18	18	24	1	4	0	0	0	1	0	0	0	1	6	1	375	50	20833	83333	20833	1	0	4	5	23	1	3	0	0	1	3	0	0	1	0	0	0	-3819	1153586	6839	6839	44433	4818	4.980.728	903004	180108	4978073	2073964	37131	-51668	-55411	-56733	0	75	1	1	6	0	1	1	7643	1667	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	4775	701	51	33	55	37	5	3	0	17	18	22	3	4	0	1	3	0	0	0	0	1	11	3	352941	431373	58824	78431	58824	1	0	5	8	26	2	3	1	0	1	3	0	0	1	1	0	0	-2619	1150252	9236	10074	34966	49346	4.921.895	1435197	16663	5031395	2095818	37578	-43621	-46418	-47266	0	1	8333	1	8	5	1	1	8762	1667	75	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	48503	685	59	32	61	34	8	3	0	12	27	24	0	4	0	1	2	1	0	0	0	2	8	3	457627	40678	0	67797	50847	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7434	119827	6044	6882	56669	65038	6.108.464	110378	0	56799	2361598	42742	-62069	-67036	-68969	0	75	6667	8333	9	5	8333	1	7833	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	471	71	56	31	58	33	8	3	0	12	25	23	0	4	0	1	2	1	0	0	0	2	8	3	446429	410714	0	71429	53571	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7351	1153519	6044	6882	54626	62976	5.784.789	110378	0	5445847	2265675	41012	-60332	-65095	-66926	0	75	6667	8333	9	5	8333	1	7833	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	48503	685	59	32	61	34	8	3	0	12	27	24	0	4	0	1	2	1	0	0	0	2	8	3	457627	40678	0	67797	50847	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7434	119827	6044	6882	56669	65038	6.108.464	110378	0	56799	2361598	42742	-62069	-67036	-68969	0	75	6667	8333	9	5	8333	1	7833	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	471	71	56	31	58	33	8	3	0	12	25	23	0	4	0	1	2	1	0	0	0	2	8	3	446429	410714	0	71429	53571	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-7351	1153519	6044	6882	54626	62976	5.784.789	110378	0	5445847	2265675	41012	-60332	-65095	-66926	0	75	6667	8333	9	5	8333	1	7833	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	54957	564	65	40	69	44	8	4	0	18	25	29	3	6	0	0	2	0	0	0	0	0	11	2	384615	446154	46154	92308	30769	1	0	5	7	30	2	3	0	0	1	3	1	0	1	0	1	0	-3422	1383895	10653	10653	35789	48299	6.449.427	1762753	180108	6278239	2606819	47932	-44321	-472	-48089	0	75	6667	8333	7	5	8333	1	7548	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	2453	1242	33	18	34	19	3	3	0	6	15	14	1	3	0	0	0	0	0	0	0	0	4	0	454545	424242	30303	90909	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-7635	686159	4661	4661	129	21789	3.379.192	644141	0	312608	1314951	23667	-24865	-25455	-252	0	1	1	1	8	5	1	1	9	8333	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1
1	39689	892	43	26	46	29	3	3	0	11	17	16	4	4	0	1	0	1	0	0	0	2	10	1	395349	372093	93023	93023	23256	1	0	4	7	23	3	2	0	0	1	3	0	1	1	0	1	0	-1796	957787	956	10398	9743	21606	4.340.579	1017636	16663	4303156	1797359	31116	-22182	-22456	-22043	0	1	1	1	8	5	1	1	9	5	1	1	0	1	0	0	0	0	0	1	1	0	0	1	0	1	0
0	24732	1242	35	18	36	19	3	2	0	6	17	14	1	3	0	0	0	0	0	0	0	0	4	0	485714	40	28571	85714	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-7635	676011	4661	4661	13725	20671	3.475.779	644141	0	3197508	1344225	23931	-25566	-26239	-26025	0	1	1	1	1	1	1	1	1	8333	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	0
0	24934	1242	37	18	38	19	3	1	0	6	19	14	1	3	0	0	0	0	0	0	0	0	4	0	513514	378378	27027	81081	0	1	0	2	2	12	0	2	0	0	0	2	0	0	0	0	0	0	-2796	68423	4977	4977	14584	21066	371.754	819525	426833	3268937	1373499	24195	-26296	-27055	-26884	0	1	1	1	1	1	1	1	1	8333	1	1	0	1	0	1	0	0	0	1	0	1	1	1	0	1	1
1	45796	736	52	30	54	32	6	3	0	12	22	21	1	4	0	1	2	1	0	0	0	2	9	3	423077	403846	19231	76923	57692	1	0	3	3	18	0	3	0	0	0	3	0	0	0	0	0	0	-2829	1096908	7247	8085	42561	5198	5.434.786	1283887	180108	5143522	2141771	38652	-50077	-53633	-54861	0	75	8333	1	8	5	1	1	8405	1667	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	48167	644	66	33	67	34	12	2	0	11	33	24	3	3	0	1	2	0	0	0	0	1	9	2	50	363636	45455	45455	30303	1	0	2	2	11	0	2	0	0	1	1	0	0	0	0	0	0	2219	1264745	8032	10856	37881	45734	6.692.276	144017	360215	6056811	251607	44878	-46099	-49187	-50181	0	1	6667	8333	1	1	8333	5	8333	1667	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	46257	677	61	34	65	38	6	2	0	17	27	26	4	3	0	0	1	0	0	0	0	0	8	1	442623	42623	65574	4918	16393	1	0	5	6	28	1	4	0	0	2	3	0	0	1	0	0	0	-7585	1280361	6111	6111	45932	46111	5.748.043	874884	0	5634385	2342945	4139	-52942	-56836	-58232	0	75	6667	1	8	5	1	1	8167	1667	625	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	46359	663	64	33	66	35	10	2	0	11	31	23	5	3	0	0	2	0	0	0	0	0	10	2	484375	359375	78125	46875	3125	1	0	3	3	16	0	3	0	0	2	1	0	0	0	0	0	0	252	1207424	8849	8849	2885	20459	6.167.085	1471413	360215	5702326	2370789	42261	-38423	-40608	-4115	0	1	6667	8333	1	1	1	1	9286	3333	875	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
1	41554	731	56	31	59	34	8	0	0	23	25	24	5	2	0	0	0	0	0	0	0	0	7	0	446429	428571	89286	35714	0	1	0	4	4	23	0	4	0	0	1	3	0	0	0	0	0	0	-3606	123046	7409	7409	36017	39239	5.443.525	901221	180108	5314286	2211756	37426	-44515	-47417	-48317	0	1	1	1	8	5	1	1	9	1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
0	42946	788	47	29	50	32	5	3	0	11	18	18	3	4	0	1	3	0	0	0	0	1	11	3	382979	382979	6383	85106	6383	1	0	4	5	20	1	3	1	0	1	2	0	0	1	0	0	0	-1999	988781	9236	10074	17629	31187	4.571.674	1435197	16663	4489867	187388	33776	-28884	-29947	-29929	0	1	1	1	8	5	1	1	9	3333	1	1	0	1	0	0	0	1	0	1	1	0	0	1	0	1	0
0	43451	706	55	32	58	35	6	3	0	17	23	24	4	3	0	0	1	0	0	0	0	0	8	1	418182	436364	72727	54545	18182	1	0	4	4	22	0	4	0	0	2	2	0	0	0	0	0	0	-7434	1195592	7117	7117	3706	39529	5.424.234	988002	0	5275249	2195758	38902	-45401	-48407	-4936	0	1	1	1	8	5	1	1	9	1667	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0
1	43844	726	49	32	53	36	3	0	1	21	17	23	4	2	0	0	3	0	0	0	0	0	9	3	346939	469388	81633	40816	61224	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3097	1111704	7586	7586	29136	49012	4.664.295	114725	167855	4821761	2009902	35181	-38666	-40879	-41436	0	1	1	1	6	5	1	1	8714	5	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	45643	701	49	33	53	37	3	0	1	21	16	23	4	2	0	0	4	0	0	0	0	0	10	4	326531	469388	81633	40816	81633	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-292	1113868	7586	7586	3017	51067	4.692.633	1296851	167855	4850997	2021884	35788	-39545	-41862	-4247	0	1	8333	1	6	5	1	1	8476	3333	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	45643	701	49	33	53	37	3	0	1	21	16	23	4	2	0	0	4	0	0	0	0	0	10	4	326531	469388	81633	40816	81633	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-292	1113868	7586	7586	3017	51067	4.692.633	1296851	167855	4850997	2021884	35788	-39545	-41862	-4247	0	1	8333	1	6	5	1	1	8476	3333	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
1	40246	782	49	30	53	34	3	0	1	21	19	23	4	2	0	0	1	0	0	0	0	0	7	1	387755	469388	81633	40816	20408	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3489	1104543	7586	7586	27042	46506	4.607.619	848048	167855	4763289	1985938	33967	-36886	-3889	-39342	0	1	1	1	8	5	1	1	9	5	875	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0
1	40246	782	49	30	53	34	3	0	1	21	19	23	4	2	0	0	1	0	0	0	0	0	7	1	387755	469388	81633	40816	20408	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3489	1104543	7586	7586	27042	46506	4.607.619	848048	167855	4763289	1985938	33967	-36886	-3889	-39342	0	1	1	1	8	5	1	1	9	5	875	1	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0
1	43844	726	49	32	53	36	3	0	1	21	17	23	4	2	0	0	3	0	0	0	0	0	9	3	346939	469388	81633	40816	61224	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3097	1111704	7586	7586	29136	49012	4.664.295	114725	167855	4821761	2009902	35181	-38666	-40879	-41436	0	1	1	1	6	5	1	1	8714	5	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	41694	782	51	30	55	34	3	0	1	21	21	24	4	1	0	0	0	1	0	0	0	1	6	1	411765	470588	78431	19608	19608	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3819	1177213	6663	6663	3789	57682	4.961.052	588448	167855	507392	2113246	35732	-46106	-49195	-5019	0	1	1	1	8	5	1	1	9	3333	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1	41891	782	49	30	53	34	3	0	1	21	19	23	4	2	0	0	0	1	0	0	0	1	7	1	387755	469388	81633	40816	20408	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3489	1144197	7586	7586	28094	50008	4.810.283	698447	167855	4937375	2057285	34881	-3778	-39889	-40394	0	1	1	1	8	5	1	1	9	5	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	41891	782	49	30	53	34	3	0	1	21	19	23	4	2	0	0	0	1	0	0	0	1	7	1	387755	469388	81633	40816	20408	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3489	1144197	7586	7586	28094	50008	4.810.283	698447	167855	4937375	2057285	34881	-3778	-39889	-40394	0	1	1	1	8	5	1	1	9	5	875	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
1	40488	813	46	29	50	33	3	0	1	21	17	22	4	2	0	0	0	1	0	0	0	1	7	1	369565	478261	86957	43478	21739	1	0	5	7	28	2	3	0	0	2	3	0	0	2	0	0	0	-3364	1100015	7586	7586	25982	46233	4.532.533	698447	167855	4703322	1961362	33151	-35985	-37883	-38282	0	1	1	1	6	5	1	1	8714	5	875	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0
